Food Code,Food Name,Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Starch (g),Total sugars (g),Glucose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g fd (g),Mono FA /100g food (g),Poly FA /100g food (g),Cholesterol (mg)
17-653,Soup# instant# dried# as purchased,5.9,13.4,64.1,384,29.2,17.4,2.1,1.7,6.7,6.3,0.6,0,2.5,5.6,8.7,3.09,1,8.5
17-660,Soup# instant# dried# as served,0.6,1.3,6.2,37,2.8,1.7,0.2,0.2,0.6,0.6,0.1,,0.2,0.5,0.84,0.3,0.09,0.8
17-698,Soup# lentil# canned,3.1,0.2,8.5,46,7.3,1.2,0.5,0.7,Tr,0,0,0,1.2,N,N,N,N,0
17-808,Soup# lentil# homemade,5.9,4.8,14.6,121,11.5,1.7,0.5,0.5,0.8,0,0,,1.4,N,2.81,1.16,0.29,11.3
17-699,Soup# low calorie# canned,0.9,0.7,6.2,33,3.8,2.4,1.2,1.2,Tr,0,0,0,N,0.7,0.2,N,N,0
17-711,Soup# minestrone# canned,1.1,0.2,6.6,31,4.8,1.8,N,N,N,N,0,,0.7,0.9,0.1,0.03,0.03,0.3
17-810,Soup# minestrone# homemade,2.1,2.3,7.6,60,6,1.4,0.5,0.5,0.4,0.1,0,,0.9,N,0.64,0.8,0.35,1.9
17-813,Soup# mulligatawny# homemade,1.9,6.4,8.1,90,4.8,2.9,1.1,1.1,0.6,0,0.1,,0.9,0.8,3.68,1.73,0.34,15.7
17-635,Soup# mushroom# carton# chilled,1.5,2.7,4.9,48,3.3,1.4,0.1,0.2,0.3,0,0.7,,0.3,0.3,1.43,0.93,0.2,1
17-713,Soup# mushroom# cream of# canned,1.1,3,3.9,46,3.1,0.8,Tr,0.1,0.3,0,0.4,0,0.1,N,0.5,1.6,0.9,1
17-700,Soup# oxtail# canned,2.4,1.7,5.1,44,4.2,0.9,0.2,0.2,0.5,Tr,0,0,0.1,N,0.6,0.6,0.2,7
17-829,Soup# pea and ham# homemade,4.1,2.2,9.8,73,7.8,1.5,0.4,0.3,0.7,Tr,Tr,,1.4,N,1.07,0.48,0.27,5.8
17-831,Soup# potato and leek# homemade,1.5,2.2,6.2,56,4.7,1.5,0.2,0.2,0.2,0,0.8,0,0.8,N,1.32,0.52,0.13,5.5
17-636,Soup# tomato# carton# chilled,0.9,1.9,4.3,37,1,3.3,1,1.1,1.1,Tr,0.2,,0.8,1.4,0.86,0.77,0.14,3.7
17-712,Soup# vegetable# canned,1.4,0.6,7.4,39,4.8,2.6,0.7,0.8,1.1,0,0,0,1.5,N,N,N,N,N
17-684,Soup# vegetable# homemade,1,4.2,3.7,55,1.5,1.8,0.5,0.5,0.8,0,0,0,0.9,N,2.41,0.98,0.18,9.7
17-721,Soy sauce# light and dark varieties,3,Tr,17.9,79,1.5,16.4,4.8,2,9.6,0,0,0,0,Tr,0,0,0,0
19-628,Spaghetti bolognese# homemade,8.1,6.1,17.2,151,15.3,1.8,0.6,0.6,0.2,0.5,0,,1,1.2,2.15,2.24,1.06,16.7
19-542,Spaghetti bolognese# retail# meat and sauce only# reheated,9.3,5.7,5.3,108,2.3,3,1.1,1.3,0.6,0,0,0,0.9,N,2.3,2.5,0.5,N
19-524,Spaghetti bolognese# retail# reheated# with spaghetti,6.6,2.8,20,126,18.1,1.9,0.5,0.6,0.3,0.5,0,0,1.2,N,1.06,1.14,0.36,N
13-550,Spinach# baby# boiled in unsalted water,3.2,0.7,0.2,20,0.2,Tr,Tr,Tr,Tr,0,0,0,1.5,1.2,0.19,0.09,0.32,0
13-521,Spinach# baby# raw,2.6,0.6,0.2,16,0.2,Tr,Tr,Tr,Tr,0,0,,1.2,1,0.08,0.08,0.38,0
17-417,Spinach# dried,24.3,6.9,13.8,211,0.9,12.9,4.3,4.3,4.3,0,0,0,18.2,,0.9,0.9,4.3,0
13-458,Spinach# frozen# boiled in unsalted water,3.1,0.8,0.5,21,0.2,0.3,0.1,Tr,0.1,0,0,0,2.1,N,0.1,0.1,0.5,0
13-573,Spinach# mature# boiled in unsalted water,2.2,0.8,0.8,19,Tr,0.8,0.3,0.3,0.3,0,0,0,2.1,N,0.1,0.1,0.5,0
13-572,Spinach# mature# raw,2.8,0.8,1.6,25,0.1,1.5,0.5,0.5,0.5,0,0,0,2.1,N,0.1,0.1,0.5,0
17-247,Spirits# 40% volume,Tr,0,Tr,222,0,Tr,0,0,Tr,0,0,31.7,0,0,0,0,0,0
16-219,Sprats# fried,24.9,35,0,415,0,0,0,0,0,0,0,,0,,5.3,14,14.2,125
16-220,Sprats# fried# weighed with bones,14.9,21,0,249,0,0,0,0,0,0,0,,0,,3.2,8.4,8.5,74
16-218,Sprats# raw,18.3,11,0,172,0,0,0,0,0,0,0,,0,,2.2,4.7,3,93
13-350,Spring greens# boiled in unsalted water,1.9,0.7,1.6,20,0.2,1.4,0.7,0.6,0.1,0,0,0,2.6,,0.1,0.1,0.4,0
13-348,Spring greens# raw,3,1,3.1,33,0.4,2.7,1.3,1.2,0.2,0,0,0,3.4,,0.1,0.1,0.6,0
13-352,Spring onions# bulbs and tops# raw,2,0.5,3,23,0.2,2.8,1.2,1.4,0.2,0,0,0,1.5,N,0.1,0.1,0.2,0
13-351,Spring onions# bulbs only# raw,0.9,Tr,8.5,35,Tr,8.5,N,N,N,0,0,,1.7,,Tr,Tr,Tr,0
19-327,Spring rolls# meat# takeaway,6.5,16.4,18.2,242,12,1.8,0.4,0.6,0.5,0.3,Tr,0,1.9,2,3.81,7.05,4.82,7.4
13-354,Squash# acorn# baked,1.1,0.1,12.6,56,10.8,1.6,0.5,0.9,0.2,0,0,,3.2,,Tr,Tr,0.1,0
13-353,Squash# acorn# raw,0.8,0.1,9,40,7.8,1,0.3,0.6,0.1,0,0,,2.3,,Tr,Tr,Tr,0
13-644,Squash# butternut# baked,1.4,0.2,8.4,39,Tr,8.4,0.8,0.8,6.8,0,0,0,1.4,2.1,Tr,0.02,0.1,0
13-643,Squash# butternut# boiled in unsalted water,0.9,0.1,5.1,24,Tr,5.1,0.5,0.5,4.1,0,0,0,0.9,1.3,Tr,0.01,0.06,0
13-355,Squash# butternut# raw,1.1,0.1,8.3,36,3.4,4.5,1.5,1.5,1.5,0,0,,1.6,,Tr,Tr,Tr,0
13-358,Squash# spaghetti# baked,0.7,0.3,4.3,23,0.6,3.4,1.4,1.2,0.8,0,0,,2.1,,0.1,Tr,0.1,0
13-357,Squash# spaghetti# raw,0.6,0.6,4.6,26,0.6,3.6,1.5,1.3,0.8,0,0,,2.3,,0.1,Tr,0.2,0
16-267,Squid# dried,63.3,4.6,4.8,313,Tr,Tr,0,0,0,0,0,,0,,1,0.6,1.7,615
16-263,Squid# raw,15.4,1.7,1.2,81,Tr,Tr,0,0,0,0,0,,0,,0.4,0.2,0.6,225
14-059,Star fruit,0.5,0.3,7.3,32,0.2,7.1,3.1,3.2,0.8,0,0,,1.3,,0.1,0.1,0.1,0
19-630,Steak and kidney pudding# homemade,10.7,10.9,18.6,210,18.4,0.8,0.3,0.2,0.3,0,0,0,0.9,N,5.76,4.02,0.43,55.4
19-473,Stew# beef# homemade,11.9,4.6,4.8,105,2.5,2,0.5,0.4,1.1,0,0,0,0.6,1.1,1.53,1.77,0.96,34.8
19-550,Stew# beef# made with lean beef# homemade,12.2,3.1,4.8,93,2.5,2,0.5,0.4,1.1,0,0,0,0.6,1.1,0.86,1.54,0.48,33.8
19-590,Stew# beef# with dumplings# homemade,10.1,10,16.2,190,14.4,1.6,0.4,0.3,0.9,0,0,0,0.9,N,4.83,3.89,0.65,31.6
19-479,Stew# Irish# homemade,7.3,6.2,9.4,119,7.2,1.9,0.6,0.5,0.9,0,0,0,0.7,1.5,2.89,2.37,0.34,27
19-585,Stew# Irish# made with lean lamb# homemade,7.6,4.9,8.6,107,6.5,1.8,0.6,0.5,0.7,0,0,,1,1.5,2.23,1.85,0.27,25.8
19-460,Stir-fry beef with green peppers and blackbean sauce# takeaway,10.5,5.6,2.7,103,1.7,1,0.3,0.7,Tr,Tr,Tr,,,,1.37,3.44,0.54,24.9
17-515,Stock cubes# beef,16.8,9.2,N,N,N,N,N,N,N,0,0,0,0,0,3.51,3.28,1.39,Tr
17-726,Stock cubes# chicken,15.4,15.4,N,N,N,N,N,N,N,0,0,0,N,0.6,N,N,N,Tr
17-774,Stock cubes# chicken# made up with water,0.5,0.5,N,N,N,N,N,N,N,0,0,0,N,0,N,N,N,Tr
17-727,Stock cubes# vegetable,13.5,17.3,N,N,N,N,N,N,N,0,N,0,N,1.8,N,N,N,0
17-680,Stock gel,6.7,3.6,27.8,163,22.1,5.7,N,N,N,0,0,,N,1.8,1.74,N,N,N
17-681,Stock# chicken# ready made# retail,2.3,0.2,0.2,12,0.1,0.1,N,N,N,0,0,,N,0.3,0.1,N,N,N
17-767,Stout# Guinness,0.4,Tr,3.2,37,0,3.2,Tr,Tr,0,3.2,Tr,3.3,Tr,Tr,Tr,Tr,Tr,0
14-324,Strawberries# raw,0.6,0.5,6.1,30,0,6.1,3,3.1,Tr,0,0,0,1,3.8,0.04,0.07,0.29,0
11-919,Strudel# fruit filled# retail# frozen,2.7,13.5,29.1,241,18.4,10.6,3.2,4.3,2.6,0.5,Tr,0,1,5.4,5.02,5.55,1.72,4.8
17-371,Stuffing mix# dried,9.9,5.2,67.2,338,62.8,4.4,0.8,1.6,2,0,0,0,4.7,,2.4,1.6,0.1,5
17-372,Stuffing mix# dried# assorted flavours# made up,2.8,1.5,19.3,97,18,1.3,0.2,0.5,0.6,0,0,0,1.3,N,0.8,0.5,Tr,1
11-1000,Stuffing# sage and onion# homemade,5.6,13.3,29.4,253,22.8,5.4,1.5,1.3,1.4,1.2,Tr,,N,N,4.15,5.65,2.08,50
17-011,Suet# shredded,Tr,86.7,12.1,826,11.9,0.2,0.1,0.1,Tr,Tr,0,0,0.5,N,49.9,30.4,2.2,82
17-759,Suet# vegetable# reduced fat,2.5,65.7,31.1,718,29.7,1.4,0.7,0.7,Tr,Tr,0,0,N,1.3,32.8,22.8,7.2,0
14-076,Sugar apple# flesh only,1.6,0.3,16.1,69,1.2,14.9,5.4,5.6,3.9,0,0,,N,,N,N,N,0
17-060,Sugar# brown,0.1,0,101.3,380,0,101.3,0,0,101.3,0,0,0,0,0,0,0,0,0
17-061,Sugar# Demerara,0.5,0,104.5,394,0,104.5,0,0,104.5,0,0,0,0,0,0,0,0,0
17-062,Sugar# icing,Tr,0,104.9,393,1.1,103.8,0,0,103.8,0,0,0,0,0,0,0,0,0
17-063,Sugar# white,Tr,0,105,394,0,105,0,0,105,0,0,0,0,0,0,0,0,0
14-263,Sultanas,2.7,0.4,69.4,275,0,69.4,34.8,34.6,Tr,0,0,0,2,N,N,N,N,0
14-845,Sunflower seeds,19.8,47.5,18.6,576,16.3,1.7,0,0,1.7,0,0,0,6,N,6.58,10.67,28.15,0
14-846,Sunflower seeds# toasted,20.5,49.2,19.3,602,16.7,1.8,0,0,1.8,0,0,,6.2,,6.8,11,29.2,0
16-361,Sushi# salmon nigiri,8.7,2.5,25.2,152,21.9,3.2,0.5,0.5,1.5,0.7,0,0,0.7,1.2,0.48,1,0.68,21
16-362,Sushi# tuna nigiri,8.4,2.5,30.3,170,25.5,4.7,1,0.5,2.2,0.9,0.1,0,0.7,1.2,0.68,0.78,0.7,8
15-617,Sushi# vegetable,3.4,1.3,32.8,148,25.6,7,2.5,2.4,0.5,1.4,0.1,0,1.2,1.6,N,N,N,0
13-650,Swede# flesh only# boiled in unsalted water,0.7,0.1,5.8,26,0.1,5.7,3,2.2,0.5,0,0,0,0.7,3,Tr,Tr,0.1,0
13-359,Swede# flesh only# raw,0.7,0.3,5,24,0.1,4.9,2.7,2,0.2,0,0,0,1.9,,Tr,Tr,0.2,0
19-324,Sweet and sour chicken# takeaway,7.6,10,19.7,194,8.8,10.7,3.4,3.2,4.1,Tr,Tr,0,N,N,1.29,5.19,3.04,23.5
19-304,Sweet and sour pork# battered# takeaway,7.8,13.9,22.4,240,10.9,11.5,3.7,3.6,4.2,Tr,Tr,0,1,1.2,2.33,7.22,3.68,27.4
19-485,Sweet and sour pork# homemade,12.7,8.3,11.6,176,3.5,7.8,1.2,1.1,5.5,0,0,0.8,0.5,N,1.99,2.55,3.21,49.2
15-884,Sweet potato and onion layer,3.4,1.8,23.3,124,16.6,6.8,0.8,0.7,3.8,0,1.6,0,2.2,N,1.04,0.4,0.13,4.6
13-672,Sweet potato# baked,1.6,0.4,27.9,115,13.4,14.5,1.1,0.8,6.3,6.3,0,,3.3,5.2,0.2,Tr,0.1,0
13-646,Sweet potato# flesh only# boiled in unsalted water,1.7,0.2,13,58,3.6,9.4,0.7,0.5,4.1,4.1,0,0,2.3,2.7,0.07,Tr,0.07,0
13-463,Sweet potato# raw# flesh only,1.2,0.3,21.3,87,15.6,5.7,0.7,0.6,4.4,Tr,0,0,2.4,N,0.1,Tr,0.1,0
13-671,Sweet potato# steamed,1.1,0.3,20.4,84,12,8.4,0.6,0.4,3.7,3.7,0,,2.3,2.7,0.1,Tr,0.1,0
13-647,Sweet potato# wedges# flesh and skin# baked in rapeseed oil,2.9,3.9,24.7,139,5.9,18.8,1.5,1.2,8.5,7.6,0,0,3.3,5.2,0.43,2.08,1.13,0
18-422,Sweetbread# lamb# fried in corn oil,28.7,11.4,0,217,0,0,0,0,0,0,0,0,0,,N,N,N,N
18-421,Sweetbread# lamb# raw,15.3,7.8,0,131,0,0,0,0,0,0,0,0,0,,3,2.4,0.3,260
13-634,Sweetcorn# baby# boiled in unsalted water,2.2,0.6,4.6,31,0.8,3.8,1.6,1.3,0.9,0,0,0,2,2.4,0.13,0.07,0.27,0
13-635,Sweetcorn# baby# stir-fried in rapeseed oil,2.5,6,5.4,84,0.9,4.5,1.9,1.5,1.1,0,0,0,2.3,2.8,0.49,3.27,1.86,0
13-529,Sweetcorn kernels# canned in water# drained,2.6,1.7,13.9,78,6.2,7.5,0.3,0.1,7.1,Tr,0,,2.5,3.1,0.27,0.41,0.68,0
13-609,Sweetcorn# dried,13.4,7.1,35.5,251,25.4,9.4,9,0.4,Tr,Tr,0,0,9.7,N,0.93,1.9,2.83,0
13-508,Sweetcorn# kernels# boiled on the cob in unsalted water,3.6,1.9,9.5,67,6.8,2.5,2.4,0.1,Tr,Tr,0,0,2.6,5.1,0.25,0.51,0.76,0
13-606,Sweetcorn# kernels# boiled on the cob in unsalted water# weighed with core,2.1,1.1,5.6,39,4,1.5,1.4,0.1,Tr,Tr,0,0,1.5,3,0.15,0.3,0.45,0
13-623,Sweetcorn# kernels# on-the-cob# raw# weighed with core,2,1.1,4.8,36,3.5,1.2,1.1,0.1,Tr,Tr,0,,0.9,N,0.12,0.3,0.3,0
13-622,Sweetcorn# kernels# raw,3.4,1.8,8.1,60,5.9,2,1.9,0.1,Tr,Tr,0,,1.5,N,0.2,0.5,0.7,0
17-101,Sweets# boiled,Tr,Tr,87.1,327,0.4,86.7,8.5,1.4,67.5,9.3,0,0,0,0,0,0,0,0
17-647,Sweets# chew sweets,0.9,6,85.1,377,Tr,54.5,6.3,Tr,40.5,7.7,Tr,0,Tr,Tr,3.57,1.73,0.39,0
17-828,Sweets# sherbert,0.6,0,93.9,355,Tr,93.9,0.2,Tr,93.7,Tr,Tr,0,Tr,Tr,0,0,0,0
16-222,Swordfish# flesh only# grilled,22.9,5.2,0,139,0,0,0,0,0,0,0,0,0,,1.2,2.1,1.4,52
16-223,Swordfish# flesh only# grilled# weighed with bones and skin,20.4,4.6,0,123,0,0,0,0,0,0,0,,0,,1.1,1.9,1.2,46
16-221,Swordfish# flesh only# raw,18,4.1,0,109,0,0,0,0,0,0,0,,0,,0.9,1.6,1.1,41
17-064,Syrup# corn# dark,0,0,76.6,282,N,28.1,14.9,1.2,2.2,9.8,0,0,0,,0,0,0,0
17-065,Syrup# golden,0.3,0,79,298,0,79,23.1,23,32.8,0,0,0,0,0,0,0,0,0
16-335,Szechuan prawns with vegetables# takeaway,7.8,4.7,2.5,83,1.2,0.8,0.4,0.4,Tr,Tr,Tr,0,1.4,1.2,0.66,2.42,1.39,55.6
15-885,Tabouleh,2.6,4.6,17.2,119,16.5,0.7,0.3,0.3,0,0,0,,N,N,0.29,2.47,1.24,0
14-847,Tahini paste,18.5,58.9,0.9,607,0.5,0.4,0.1,0.1,0.2,0,0,0,8,N,8.4,22,25.8,0
14-264,Tamarillos# flesh and seeds,2,0.3,4.7,28,Tr,4.7,1.1,1.2,2.4,0,0,,N,,0.1,0.1,0.1,0
14-265,Tamarind,2.3,0.3,56.5,238,N,N,N,N,N,0,0,,N,,0.1,0.1,0.1,0
13-855,Tamarind leaves# fresh,5.8,2.1,18.2,115,N,N,N,N,N,0,0,,N,,N,N,N,0
13-856,Tamarind pulp# flesh only,3.2,0.3,64.5,273,Tr,64.5,N,N,N,0,0,,N,,N,N,N,0
13-375,Tannia# raw,1.3,0.4,24.5,107,24.3,0.2,0.1,0.1,Tr,0,0,,2.3,,N,N,N,0
11-027,Tapioca# raw,0.4,0.1,95,359,95,Tr,Tr,0,Tr,0,0,0,0.4,,Tr,Tr,Tr,0
16-449,Taramasalata,3.2,52.9,7.4,517,6.2,1.2,N,N,N,Tr,Tr,0,Tr,0.3,4.1,29.3,16.7,25
13-380,Taro leaves# raw,4.4,0.9,2.6,35,0.4,2.2,N,N,N,0,0,,N,,0.2,0.1,0.4,0
13-381,Taro leaves# steamed,2.4,0.5,1.4,19,0.2,1.2,N,N,N,0,0,,N,,0.1,Tr,0.2,0
13-377,Taro# baked,1.7,0.2,32.4,130,31,1.4,0.2,0.2,0.9,Tr,0,,3,,N,N,N,0
13-378,Taro# boiled in unsalted water,1.2,0.2,22.4,91,21.5,0.9,0.2,0.2,0.6,Tr,0,,2.1,,N,N,N,0
13-376,Taro# raw,1.4,0.2,26.2,106,25.1,1.1,0.2,0.2,0.7,Tr,0,,2.4,,N,N,N,0
13-379,Taro# steamed,1.3,0.2,24.5,99,23.5,1,0.2,0.2,0.7,Tr,0,,2.2,,N,N,N,0
13-858,Tarragon# dried# ground,22.8,7.2,42.8,295,N,N,N,N,N,0,0,,N,,N,N,N,0
13-857,Tarragon# fresh,3.4,1.1,6.3,49,N,N,N,N,N,0,0,,N,,N,N,N,0
11-1028,Tart# bakewell# homemade,6.9,30.4,40.8,454,18.1,22.7,3.6,1.9,16,1.2,Tr,,1.8,1.5,8.8,14.93,4.99,45.9
11-1058,Tart# custard# large# homemade,5.8,17.4,25.2,275,19.2,5.9,0.1,Tr,3.1,0.2,2.3,,0.9,1.7,6.63,7.17,2.56,38.9
11-1093,Tart# mincemeat# one crust# homemade,3.1,17.9,56.4,385,18.8,37.6,18.5,18.4,0.4,0.2,Tr,0,1.7,N,N,N,N,1
17-722,Tartare sauce,1.3,24.6,17.9,299,1.7,16.2,6.5,6.3,3.4,0,0,0,Tr,0.6,N,N,N,49
11-1123,Tartlets# strawberry# homemade,2.4,10.1,27.2,202,19.6,7.7,1,1,5.6,Tr,0.1,,1.1,2.2,6.18,2.51,0.48,24.8
11-845,Tarts# bakewell# iced# retail,3.1,16.8,65.9,411,20.7,45.2,3.5,1.1,35.5,5.2,Tr,0,1.1,1.1,6.94,6.43,2.58,3.6
12-461,Tarts# custard# individual,6.7,14.3,28.7,263,14.5,14.2,0.9,Tr,11.2,2,Tr,0,1,1.1,5.87,5.64,2.01,90.6
11-1085,Tarts# jam# homemade,3.4,16.8,58,382,20.6,37.4,14.8,8,10,4.5,Tr,0,N,N,6.25,7.09,2.59,1.1
11-1086,Tarts# jam# wholemeal# homemade,4.2,14,59.6,366,22.2,37.4,14.7,8,10.3,4.4,0.1,0,N,N,8.54,3.45,0.74,34.5
17-165,Tea# black# infusion# average,0.1,Tr,Tr,Tr,0,Tr,0,0,0,0,0,0,0,0,Tr,Tr,Tr,0
17-167,Tea# black# infusion# strong,0.1,Tr,Tr,Tr,0,Tr,0,0,0,0,0,0,0,,Tr,Tr,Tr,0
17-166,Tea# black# infusion# weak,0.1,Tr,Tr,Tr,0,Tr,0,0,0,0,0,0,0,,Tr,Tr,Tr,0
17-170,Tea# Chinese# leaves# infusion,0.1,0,0.2,1,0,Tr,0,0,0,0,0,0,0,,0,0,0,0
17-171,Tea# green# infusion,0.1,0,Tr,Tr,0,Tr,0,0,0,0,0,0,0,0,0,0,0,0
17-172,Tea# herbal# infusion,0,Tr,0.2,1,0,0,0,0,0,0,0,0,0,0,Tr,Tr,Tr,0
17-169,Tea# infusion# average# with semi-skimmed milk,0.5,0.2,0.7,7,0,0.7,0,0,0,0,0.7,0,0,,0.1,0.1,0,1
17-168,Tea# infusion# average# with whole milk,0.4,0.4,0.5,8,0,0.5,0,0,0,0,0.5,0,0,,0.3,0.1,Tr,2
13-118,Tempeh,20.7,6.4,6.4,166,4.6,0.9,Tr,Tr,0.9,0,0,,4.3,,N,N,N,0
15-886,Tempeh burgers# fried in vegetable oil,8.3,7.9,22.2,188,20.8,1,0.3,0.2,0.5,0,0,,1.8,1.3,N,N,N,21.3
13-883,Thyme# dried# ground,9.1,7.4,45.3,276,N,1.7,N,N,N,0,0,0,N,37,2.7,0.5,1.2,0
13-893,Thyme# fresh,3,2.5,15.1,95,N,0.6,N,N,N,0,0,0,N,12.3,1.2,0.2,0.5,0
14-848,Tigernuts,4.3,23.8,45.7,403,29.6,16.1,0,0,16.1,0,0,,11.7,,4,16.4,2.2,0
16-154,Tilapia# raw,17.8,1.5,0,85,0,0,0,0,0,0,0,,0,,0.3,0.4,0.3,N
15-626,Tinda subji# homemade,1.6,8.1,4.1,95,Tr,4.1,1.8,1.7,0.6,0,0,0,2,2.8,0.83,3.43,3.39,2.9
12-476,Tiramisu,4.2,14,27.1,244,4.5,21.1,2.3,1.4,13.5,2.4,1.5,,N,1,8.61,3.78,0.81,45
19-635,Toad in the hole# homemade,12,17.9,20.2,285,16.9,3.3,0.7,Tr,0.1,1,1.5,,1.5,2.4,6.56,7.71,2.4,94.6
19-636,Toad in the hole# made with skimmed milk and reduced fat sausages# homemade,13.6,5.2,19.7,175,15.9,3.8,0.8,Tr,0.1,1.3,1.7,,2,2.1,1.82,2.01,0.9,70.6
17-646,Toffees# mixed,2.1,15.9,62.9,387,Tr,39.1,5.9,Tr,29.9,3.3,Tr,0,Tr,Tr,8.6,5.33,1.1,17
15-887,Tofu burger# baked,7.3,4,13.2,115,11.1,2.6,0.6,0.5,1.5,Tr,0,,N,N,0.51,0.95,1.75,Tr
15-888,Tofu spread,4.4,20.1,2.4,208,0.3,2.3,0.6,0.5,1.2,Tr,Tr,,N,N,1.61,11.39,5.81,13.8
13-570,Tofu# soya bean# steamed,8.1,4.2,0.7,73,0.3,0.3,Tr,Tr,0.2,0,0,0,N,N,0.5,0.8,2,0
13-571,Tofu# soya bean# steamed# fried,23.5,17.7,2,261,0.9,0.9,0.1,0.1,0.6,0,0,0,N,N,N,N,N,0
13-382,Tomato juice,0.8,Tr,3,14,Tr,3,1.4,1.6,Tr,0,0,0,0.6,N,Tr,Tr,Tr,0
17-709,Tomato ketchup,1.6,0.1,28.6,115,1.1,27.5,5.9,6.4,15.2,0,0,0,0.9,0.9,Tr,Tr,Tr,0
13-531,Tomato puree,4.4,0.2,12.9,67,Tr,12.9,5.5,7.4,Tr,0,0,,3,4.7,0.04,0.02,0.07,0
50-1173,Tomato sauce# homemade,2.2,5.5,8.6,89,4.3,4,,,,,,0,1.4,,1.8,2.2,1.1,10
13-530,Tomatoes# canned# whole contents,1.1,0.1,3.8,19,Tr,3.8,1.9,1.9,Tr,0,0,0,0.7,0.8,0.01,0.01,0.04,0
13-519,Tomatoes# cherry# raw,1.1,0.5,3.6,22,Tr,3.6,1.6,2,Tr,0,0,0,1.2,1.3,0.1,0.1,0.2,0
13-603,Tomatoes# standard# fried in corn oil,0.8,7.7,4.5,89,Tr,4.5,2.1,2.4,Tr,0,0,0,1.5,1.5,1.12,2.29,3.93,0
13-602,Tomatoes# standard# fried in rapeseed oil,0.8,7.7,4.5,89,Tr,4.5,2.1,2.4,Tr,0,0,0,1.5,1.5,0.53,4.52,2.27,0
13-518,Tomatoes# standard# grilled# flesh and seeds only,0.6,0.2,3.4,17,Tr,3.4,1.6,1.8,Tr,0,0,0,1,Tr,0.04,0.04,0.08,0
13-517,Tomatoes# standard# raw,0.5,0.1,3,14,Tr,3,1.4,1.6,Tr,0,0,0,1,1,0.03,0.03,0.05,0
15-321,Tomatoes# stuffed with rice,2.1,13.4,22.2,212,14.4,7.7,2.9,2.9,1.7,Tr,0,,1.1,,2,8.9,1.8,0
15-889,Tomatoes# stuffed with vegetables,1.7,6,8.9,95,5,7.4,2.2,2.2,2.9,Tr,0,,1.9,2.6,0.47,3.33,1.85,0
18-423,Tongue# lamb# raw,15.3,14.6,0,193,0,0,0,0,0,0,0,0,0,,N,N,N,180
18-424,Tongue# ox# meat only# pickled# raw,15.7,17.5,0,220,0,0,0,0,0,0,0,0,0,,N,N,N,78
18-425,Tongue# ox# meat only# pickled# stewed,19.5,23.9,0,293,0,0,0,0,0,0,0,0,0,,N,N,N,100
18-426,Tongue# ox# meat only# stewed,19.4,18.3,0,242,0,0,0,0,0,0,0,0,0,,N,N,N,N
18-427,Tongue# sheep# meat only# stewed,18.2,24,0,289,0,0,0,0,0,0,0,0,0,,N,N,N,270
17-736,Tonic water,0,0,5.9,22,0,5.9,N,N,N,N,0,0,0,0,0,0,0,0
17-670,Topic/Snickers and own brand equivalents,7.5,28.2,52.1,479,6.1,46.1,4.8,0.1,31,4.4,5.8,0,2.4,2.8,9.15,15.61,2.08,4.5
15-625,Tori ki subji# homemade,1.9,9.5,3.9,108,Tr,3.9,1.7,1.7,0.5,0,0,0,2,3,1.03,4.09,3.86,2.9
12-408,Torte# fruit,3.8,15.5,27.7,258,9.9,17.4,1.3,0.6,13,0.7,1.8,0,0.5,1.2,9.35,4.71,1.15,42
17-644,Tortilla chips fried in sunflower oil,7.2,27.4,60.8,504,58.3,2.5,0.2,0.2,1.1,Tr,1,0,5.7,5.9,2.89,20.09,3.09,0
11-925,Tortilla# wheat# soft,7.8,5.7,53.9,285,51.9,2,Tr,0.4,Tr,1.6,0,0,1.9,3.6,2.5,2,0.8,0.1
14-849,Trail mix,9.1,28.5,37.2,432,0.1,37.1,17.3,16.1,3.4,0.4,0,0,4.3,5.1,N,N,N,0
11-1126,Treacle tart# homemade,3.8,15.9,59.2,380,25.4,33.8,9.8,9.6,13.7,0.6,Tr,,N,1.7,5.84,6.63,2.42,1
17-826,Treacle# black,1.2,0,67.2,257,0,66.8,17.4,16.7,32.7,0,0,0,Tr,Tr,0,0,0,0
12-409,Trifle# fruit# retail,2.6,9,19.5,164,4.2,15.3,1.8,4.6,6.2,Tr,2.7,0,2.1,2.4,5.56,2.51,0.44,12.8
12-600,Trifle# homemade,2.7,7.9,21.6,167,4.4,16.7,2.7,2,8.9,0.8,2.2,0.6,0.4,N,4.42,2.35,0.49,26.5
12-601,Trifle# with Dream Topping,2.8,5.9,22.1,152,4.5,17.1,2.7,2,9.2,0.8,2.4,0.6,0.4,N,3.37,1.74,0.41,20.5
19-637,Tripe and onions# stewed# homemade,8.4,1.4,9.4,93,4.3,4.8,0.8,0.6,0.8,0,2.6,0,0.7,1,0.77,0.39,0.04,54.3
18-428,Tripe# dressed# raw,7.1,0.5,0,33,0,0,0,0,0,0,0,0,0,,0.2,0.2,Tr,64
50-502,Tripe# dressed# stewed in milk,14.8,4.5,0,100,0,Tr,,,,,,0,0,,2.4,1.3,0.1,160
16-224,Trout# brown# raw,19.4,3.8,0,112,0,0,0,0,0,0,0,,0,,N,N,N,N
